woman_id,age,myth_injection_causes_infertility,myth_contraceptives_cause_health_problems,myth_contraceptives_harm_womb,myth_contraceptives_reduce_sexual_urge,myth_contraceptives_cause_cancer,myth_contraceptives_cause_deformed_babies,myth_contraceptives_are_dangerous
1780,37.0,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
1782,43.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1783,32.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
1786,,,,,,,,
1793,33.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
1796,24.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
1798,26.0,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree
1799,25.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
1802,22.0,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree
1803,15.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1804,34.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
1805,26.0,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
1806,26.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
1807,19.0,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
1808,30.0,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1809,29.0,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree
1810,47.0,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
1811,30.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
1812,25.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
1813,42.0,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree
1814,35.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree
1815,23.0,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree
1816,34.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
1817,15.0,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
1818,47.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree
1819,22.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1820,48.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
1821,24.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1822,22.0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
1823,19.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1824,39.0,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
1825,22.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree
1826,37.0,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree
1827,47.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
1828,40.0,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree
1829,36.0,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
1830,20.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1831,20.0,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree
1832,23.0,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1833,21.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
1834,23.0,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree
1835,27.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree
1836,40.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1837,45.0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
1838,23.0,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree
1839,19.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Agree,Strongly Disagree
1840,24.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
1841,15.0,,,,,,,
1842,36.0,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1843,18.0,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree
1844,45.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
1845,40.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1846,17.0,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree
1847,44.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
1848,28.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
1849,22.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
1850,27.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
1851,28.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
1852,19.0,,,,,,,
1853,48.0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
1854,21.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1855,36.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
1856,36.0,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree
1857,35.0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
1858,15.0,,,,,,,
1859,34.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
1860,19.0,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1861,36.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1862,35.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
1863,20.0,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree
1864,28.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1865,15.0,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
1866,21.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree
1867,19.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
1868,40.0,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1869,21.0,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree
1870,,,,,,,,
1871,49.0,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree
1872,41.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1873,29.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1874,24.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree
1875,46.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree
1876,30.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
1877,23.0,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree
1878,27.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1879,20.0,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
1880,36.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1881,21.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1882,20.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1883,23.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1884,47.0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree
1885,23.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
1886,16.0,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
1889,18.0,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
1890,45.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree
1891,19.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1892,20.0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
1893,23.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1894,25.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
1895,21.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1896,47.0,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1897,47.0,,,,,,,
1898,32.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
1899,23.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1900,25.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
1901,36.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree
1902,40.0,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
1903,42.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
1904,25.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree
1905,18.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
1906,27.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree
1907,29.0,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree
1908,26.0,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
1909,28.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
1910,17.0,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree
1911,42.0,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1912,15.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree
1913,19.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
1914,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1915,42.0,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
1916,24.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree
1917,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
1918,24.0,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree
1919,34.0,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree
1920,41.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
1921,39.0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree
1922,24.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
1923,15.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1924,29.0,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1925,21.0,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
1926,28.0,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
1927,20.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
1928,,,,,,,,
1929,42.0,,,,,,,
1930,34.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1931,35.0,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1932,30.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
1933,26.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree
1934,45.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1935,20.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1936,48.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
1937,39.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
1938,16.0,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree
1939,46.0,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree
1940,17.0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
1941,26.0,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree
1942,47.0,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree
1943,21.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
1944,25.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1945,22.0,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1946,22.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1947,,,,,,,,
1948,45.0,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree
1949,45.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1950,31.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree
1951,25.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
1952,46.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
1953,15.0,,,,,,,
1954,16.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree
1955,41.0,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
1956,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1957,42.0,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
1958,47.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1959,48.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree
1960,18.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1961,21.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
1962,48.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
1963,19.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1964,,,,,,,,
1965,21.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1966,21.0,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
1967,23.0,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
1968,,,,,,,,
1969,45.0,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree
1970,15.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1971,,,,,,,,
1972,23.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
1973,20.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1974,32.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
1975,,,,,,,,
1976,24.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1977,31.0,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
1978,48.0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree
1979,47.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1980,17.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
1981,16.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1982,23.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
1983,33.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1984,19.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree
1985,30.0,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree
1986,28.0,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
1987,37.0,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree
1988,18.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1989,32.0,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree
1990,38.0,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree
1991,22.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree
1992,15.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
1993,24.0,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree
1994,15.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
1995,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1996,24.0,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
1997,32.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1998,15.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree
1999,49.0,,,,,,,
2000,32.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2001,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
2002,17.0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2003,36.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
2004,25.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree
2005,30.0,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
2006,18.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
2007,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2008,20.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2009,22.0,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
2010,19.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
2011,48.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree
2012,37.0,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree
2013,23.0,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree
2014,18.0,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree
2015,42.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,15.0,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree
2017,29.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2018,21.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019,47.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
2020,32.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2021,27.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
2022,26.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2023,45.0,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
2024,33.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2025,36.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2026,15.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2027,42.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree
2028,32.0,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree
2029,16.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2030,19.0,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
2031,15.0,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree
2032,42.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2033,33.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
2034,23.0,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree
2035,41.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree
2036,30.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2037,33.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2038,26.0,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree
2039,21.0,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
2040,31.0,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
2041,25.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
2042,36.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2043,15.0,Disagree,Agree,Agree,D/K,D/K,Agree,Agree
2044,19.0,,,,,,,
2045,41.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree
2046,41.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2047,15.0,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2048,47.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
2049,41.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2050,21.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree
2051,41.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
2052,42.0,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree
2053,21.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree
2054,41.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
2055,26.0,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
2056,39.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
2057,17.0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
2058,16.0,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
2059,21.0,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
2060,29.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2061,22.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2062,21.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
2063,18.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2064,20.0,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
2065,49.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2066,37.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2067,22.0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
2068,20.0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree
2069,18.0,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2070,22.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2071,42.0,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree
2072,16.0,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree
2073,48.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
2074,17.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2075,43.0,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
2076,23.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
2077,30.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree
2078,38.0,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree
2079,24.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
2080,15.0,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
2081,23.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
2082,47.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2083,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
2084,32.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2085,38.0,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree
2086,21.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2087,18.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2088,15.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2089,23.0,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
2090,16.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree
