woman_id,age,myth_injection_causes_infertility,myth_contraceptives_cause_health_problems,myth_contraceptives_harm_womb,myth_contraceptives_reduce_sexual_urge,myth_contraceptives_cause_cancer,myth_contraceptives_cause_deformed_babies,myth_contraceptives_are_dangerous
738,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
739,45.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
740,26.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
741,22.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
742,16.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
743,17.0,,,,,,,
744,25.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
745,46.0,,,,,,,
746,41.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
747,18.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
748,17.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
749,21.0,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
750,20.0,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree
751,15.0,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
752,28.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree
753,47.0,,,,,,,
754,40.0,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
755,30.0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
756,19.0,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree
757,22.0,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree
758,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree
759,29.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
760,17.0,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree
761,26.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
762,44.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
763,47.0,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
764,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
765,37.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
766,28.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree
767,43.0,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree
769,18.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree
770,30.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree
771,24.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
772,21.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree
773,31.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
774,,,,,,,,
775,34.0,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree
776,35.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
778,46.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
779,21.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
781,21.0,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree
783,34.0,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
784,48.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
785,36.0,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree
786,33.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
787,25.0,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree
793,25.0,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
794,47.0,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
795,16.0,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
796,26.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
797,33.0,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
798,26.0,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
799,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
800,24.0,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree
801,37.0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
802,22.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree
803,18.0,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree
804,25.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree
805,20.0,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree
806,21.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
807,43.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
808,27.0,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree
809,45.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree
810,27.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree
811,42.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
812,26.0,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
813,32.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
814,26.0,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree
815,44.0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
816,32.0,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
817,23.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
818,27.0,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree
819,27.0,,,,,,,
820,17.0,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
821,30.0,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
822,40.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
823,25.0,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree
824,27.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
825,25.0,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree
827,22.0,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree
828,26.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree
829,48.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree
830,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree
831,27.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree
832,35.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
833,23.0,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
834,15.0,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
835,28.0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
836,20.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
837,21.0,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree
838,30.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
839,26.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
840,39.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
841,24.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
842,44.0,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
843,27.0,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree
844,31.0,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree
845,34.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
846,26.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
847,32.0,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree
848,29.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
849,25.0,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree
853,16.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
855,18.0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
856,28.0,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree
857,17.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
858,17.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
859,33.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
860,31.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
861,26.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
862,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
863,31.0,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree
864,20.0,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
865,24.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree
866,36.0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree
867,34.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree
868,34.0,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
869,28.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
870,31.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree
871,42.0,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
872,20.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
873,32.0,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree
874,23.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
875,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
876,24.0,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree
877,20.0,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
878,36.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
879,18.0,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
880,18.0,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree
881,22.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree
882,43.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
883,46.0,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
884,18.0,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
885,22.0,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree
886,17.0,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree
887,37.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
889,28.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
890,16.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
891,39.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree
892,18.0,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
893,30.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
906,40.0,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree
907,26.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
908,18.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree
909,34.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
910,20.0,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
911,24.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
912,44.0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
913,23.0,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree
914,23.0,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree
915,38.0,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
916,19.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
917,17.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
918,35.0,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree
919,20.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
920,18.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
921,34.0,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
922,25.0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree
923,25.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
924,30.0,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree
925,25.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree
926,42.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
927,15.0,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
928,18.0,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree
929,44.0,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
930,40.0,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
931,21.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
932,17.0,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree
933,24.0,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
937,34.0,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree
938,23.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree
939,25.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
940,25.0,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
941,47.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
942,20.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
943,21.0,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
944,20.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
945,22.0,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
946,23.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
947,25.0,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree
948,36.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
949,42.0,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree
950,24.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
951,42.0,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
952,43.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree
953,25.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree
954,,,,,,,,
955,20.0,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
956,22.0,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree
957,27.0,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree
958,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
959,15.0,,,,,,,
960,26.0,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree
961,42.0,,,,,,,
962,28.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
963,36.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
964,23.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
965,31.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
966,33.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree
967,37.0,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
968,41.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
969,33.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree
970,31.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
971,16.0,,,,,,,
972,33.0,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
973,38.0,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
974,24.0,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree
975,26.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
976,18.0,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree
977,32.0,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
978,49.0,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
979,27.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
980,24.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
981,25.0,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
982,24.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
983,40.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
984,39.0,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
985,26.0,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
986,34.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
987,20.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
988,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree
989,27.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
990,37.0,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree
991,37.0,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree
992,32.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
993,45.0,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree
994,25.0,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree
995,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
996,49.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree
997,38.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree
998,36.0,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree
999,30.0,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree
1000,41.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
1001,43.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1002,47.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
1003,22.0,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
1004,25.0,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree
1005,22.0,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree
1006,17.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
1007,38.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree
1008,33.0,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree
1009,28.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1010,29.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
1011,22.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree
1012,43.0,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree
1013,32.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1014,32.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
1015,42.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree
1016,22.0,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree
1017,23.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree
1018,40.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree
1019,26.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1020,25.0,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree
1021,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1022,34.0,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree
1023,45.0,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree
1024,15.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
1025,24.0,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
1026,47.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree
1027,23.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1028,16.0,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
1029,22.0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
1030,18.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1031,19.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
1032,35.0,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1033,15.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree
1034,48.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1035,45.0,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
1036,48.0,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
1037,27.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Agree
1040,21.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree
1041,27.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1043,49.0,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree
1044,,,,,,,,
1045,27.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
1046,41.0,,,,,,,
1047,32.0,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
1048,21.0,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree
1049,35.0,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
1050,20.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1051,18.0,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree
1052,25.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1053,44.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree
1054,23.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1055,20.0,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree
1056,20.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
1057,28.0,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree
1058,16.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
1059,23.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1060,46.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1061,17.0,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree
1062,37.0,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree
1063,30.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
1064,18.0,,,,,,,
1065,46.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
1066,48.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1067,47.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
1068,15.0,,,,,,,
1070,22.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1072,21.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
1073,25.0,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1074,25.0,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
1075,31.0,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
